Location Name,Location Type,Destination City,Destination_pincode,Destination State,Latitude,Longitude,Volume,active_status,curr_hub,curr_lat,curr_lon,curr_destination
POOJA METALS,Demand,SONIPAT,131028,HARYANA,28.867537,77.1332259,4,0,0,0,0,"0,0"
Aabha Enterprises,Demand,NEW DELHI,110096,DELHI,28.6357776,77.3213509,8,0,0,0,0,"0,0"
SHOPZILLA,Demand,GHAZIABAD,201005,UTTAR PRADESH,28.6997229,77.3367671,10,0,0,0,0,"0,0"
AASHIRWAD GARMENTS,Demand,JAIPUR,302023,RAJASTHAN,26.9597214,75.7870608,10,0,0,0,0,"0,0"
SHINE CRAFT,Demand,JAIPUR,302001,RAJASTHAN,26.9192564,75.8010268,6,0,0,0,0,"0,0"
TURFY PRIVATE LIMITED,Demand,NEW DELHI,110092,DELHI,28.6297242,77.3034606,5,0,0,0,0,"0,0"
ROBIN ROMEO,Demand,NEW DELHI,110051,DELHI,28.6619355,77.279292,8,0,0,0,0,"0,0"
GYAN BOOKS PVT LTD.,Demand,NEW DELHI,110052,DELHI,28.6960377,77.1737499,7,0,0,0,0,"0,0"
MEERA TRADERS,Demand,NEW DELHI,110092,DELHI,28.6256227,77.2932024,7,0,0,0,0,"0,0"
M/S DEEVA CREATIONS,Demand,NOIDA,201301,UTTAR PRADESH,28.5974635,77.3905778,8,0,0,0,0,"0,0"
KOLI TRADING CO.,Demand,PANIPAT,132103,HARYANA,29.3741086,76.9411658,10,0,0,0,0,"0,0"
GLOBUS REMEDIES,Demand,GHAZIABAD,201010,UTTAR PRADESH,28.6630316,77.33285,6,0,0,0,0,"0,0"
Herbolab India Private Limited,Demand,MUMBAI,400034,MAHARASHTRA,18.9736007,72.8136435,15,0,0,0,0,"0,0"
JANVI ENTERPRISES,Demand,PANIPAT,132103,HARYANA,29.3913437,76.993764,5,0,0,0,0,"0,0"
ADVITH ENTERPRISES,Demand,BHIWANDI,421302,MAHARASHTRA,19.2206723,72.9908893,8,0,0,0,0,"0,0"
T. S. Services,Demand,GHAZIABAD,201005,UTTAR PRADESH,28.6825269,77.3413236,3,0,0,0,0,"0,0"
BLUE PIXEL PRODUCTS,Demand,NEW DELHI,110092,DELHI,28.6285893,77.3096572,6,0,0,0,0,"0,0"
TEJASVITA TRADERS,Demand,SURAT,395006,GUJARAT,21.2194666,72.8932115,47,0,0,0,0,"0,0"
DUGGU KIDS,Demand,NEW DELHI,110032,DELHI,28.6700811,77.2950213,6,0,0,0,0,"0,0"
SASTA STORE,Demand,NOIDA,201301,UTTAR PRADESH,28.5996519,77.4024166,15,0,0,0,0,"0,0"
SYSCOM ORGANIC WORLD PRIVATE LIMITED,Demand,NEW DELHI,110085,DELHI,28.7175417,77.0966012,6,0,0,0,0,"0,0"
T & R LINGERIE,Demand,GHAZIABAD,201102,UTTAR PRADESH,28.7333526,77.2986264,7,0,0,0,0,"0,0"
ADITYA PROMOTERS LTD.,Demand,NOIDA,201301,UTTAR PRADESH,28.5740171,77.3466449,4,0,0,0,0,"0,0"
Scrott Fitness,Demand,JAIPUR,302033,RAJASTHAN,26.8034554,75.823425,8,0,0,0,0,"0,0"
BST Technology,Demand,JAIPUR,302019,RAJASTHAN,26.8987324,75.7756661,7,0,0,0,0,"0,0"
EBIZ SUPLIERS,Demand,BHIWANDI,421302,MAHARASHTRA,19.2636403,73.0735726,3,0,0,0,0,"0,0"
ASHA BADALIA,Demand,NEW DELHI,110018,DELHI,28.64039,77.10495,9,0,0,0,0,"0,0"
FOX BURNOUT ENTERPRISES,Demand,NEW DELHI,110041,DELHI,28.6825818,76.9649827,5,0,0,0,0,"0,0"
SUNITA JAIN,Demand,GHAZIABAD,201102,UTTAR PRADESH,28.7113838,77.3003932,4,0,0,0,0,"0,0"
BOMBAY KESHAR RETAIL,Demand,MUMBAI,400049,MAHARASHTRA,19.0923972,72.8284438,6,0,0,0,0,"0,0"
SAFE AND SAVE,Demand,JAIPUR,302012,RAJASTHAN,26.9533719,75.7285915,5,0,0,0,0,"0,0"
A.R. SILK HANDLOOM,Demand,NEW DELHI,110006,DELHI,28.654881,77.2257543,5,0,0,0,0,"0,0"
RADHEKRISHANA ENTERPRISE,Demand,SURAT,395004,GUJARAT,21.2416059,72.8134289,14,0,0,0,0,"0,0"
SUDEEP KUMAR TIWARI,Demand,NEW DELHI,110088,DELHI,28.7036739,77.1635554,5,0,0,0,0,"0,0"
HAYA FASHION,Demand,AHMEDABAD,380028,GUJARAT,22.992897,72.5964332,5,0,0,0,0,"0,0"
AQFIT SMART TECHNOLOGY PRIVATE LIMITED,Demand,NOIDA,201305,UTTAR PRADESH,28.6155712,77.3848373,4,0,0,0,0,"0,0"
M/S SIYA ENTERPRISES,Demand,NOIDA,201304,UTTAR PRADESH,28.5189502,77.3948829,5,0,0,0,0,"0,0"
DUNCANS TEA LIMITED,Demand,NEW DELHI,110042,DELHI,28.8215276,77.066219,15,0,0,0,0,"0,0"
M J BAGS,Demand,NEW DELHI,110055,DELHI,28.6482185,77.2127523,6,0,0,0,0,"0,0"
VEDIKAS,Demand,JAIPUR,302019,RAJASTHAN,26.8842676,75.7533046,4,0,0,0,0,"0,0"
BUTTERFLIES BAG PRIVATE LIMITED,Demand,NEW DELHI,110028,DELHI,28.624453,77.135574,7,0,0,0,0,"0,0"
VANITABEN CHIRAG DETRUJA,Demand,MUMBAI,400097,MAHARASHTRA,19.1913589,72.8542349,2,0,0,0,0,"0,0"
EVER SHINE GROUP COMPANY,Demand,NEW DELHI,110092,DELHI,28.6241339,77.2802967,12,0,0,0,0,"0,0"
PKKART.COM,Demand,NEW DELHI,110042,DELHI,28.7494317,77.1125599,50,0,0,0,0,"0,0"
N M CREATION,Demand,VADODARA,390019,GUJARAT,22.3012673,73.2330637,7,0,0,0,0,"0,0"
GEETANJALI TRADERS,Demand,GHAZIABAD,201012,UTTAR PRADESH,28.6540194,77.355102,6,0,0,0,0,"0,0"
JSK RETAIL SOLUTIONS,Demand,GURGAON,122001,HARYANA,28.4754789,77.0616746,5,0,0,0,0,"0,0"
SARVA EXPORTS,Demand,PANIPAT,132103,HARYANA,29.3652884,76.9801476,19,0,0,0,0,"0,0"
NITIKA APPARELS,Demand,NEW DELHI,110093,DELHI,28.704409,77.3268833,4,0,0,0,0,"0,0"
RAJAN BATARA,Demand,NEW DELHI,110052,DELHI,28.689477,77.1754088,5,0,0,0,0,"0,0"
HALLELU GLOBAL DISTRIBUTION PRIVATE LIMITED,Demand,NEW DELHI,110041,DELHI,28.6697556,77.0879402,6,0,0,0,0,"0,0"
DIGITAL SOLUTION,Demand,NEW DELHI,110032,DELHI,28.6701682,77.291156,11,0,0,0,0,"0,0"
HMEPHURIA ENTERPRISES,Demand,NEW DELHI,110002,DELHI,28.6448474,77.2403773,6,0,0,0,0,"0,0"
WIMIN,Demand,JAIPUR,302039,RAJASTHAN,26.9776019,75.7639187,5,0,0,0,0,"0,0"
AMARDEEP & CO.-Uttar Pradesh,Demand,NOIDA,201306,UTTAR PRADESH,28.5358533,77.4646137,7,0,0,0,0,"0,0"
ASHIRWAD TRADERS,Demand,PANIPAT,132103,HARYANA,29.3815784,76.9621396,6,0,0,0,0,"0,0"
FAIR OPTICS,Demand,NEW DELHI,110006,DELHI,28.6551132,77.225403,3,0,0,0,0,"0,0"
MAHENDRA KUMAR DUGAR (HUF),Demand,JAIPUR,302023,RAJASTHAN,26.958983,75.775526,5,0,0,0,0,"0,0"
LUCKY TRADERS,Demand,GHAZIABAD,201102,UTTAR PRADESH,28.7303281,77.3023467,9,0,0,0,0,"0,0"
L&N OUTLETS,Demand,NEW DELHI,110005,DELHI,28.6611853,77.1754026,5,0,0,0,0,"0,0"
SOHMITA ENTERPRISES,Demand,NEW DELHI,110063,DELHI,28.6710041,77.1181339,4,0,0,0,0,"0,0"
BODYCARE CREATIONS LTD,Demand,NOIDA,201301,UTTAR PRADESH,28.6209681,77.3811702,2,0,0,0,0,"0,0"
GINNI CONSUMER PRODUCTS,Demand,NOIDA,201307,UTTAR PRADESH,28.6262544,77.3821464,4,0,0,0,0,"0,0"
S S IMPEX,Demand,NEW DELHI,110096,DELHI,28.58916,77.30214,6,0,0,0,0,"0,0"
JIYA ENTERPRISES,Demand,NEW DELHI,110005,DELHI,28.6517227,77.1882934,2,0,0,0,0,"0,0"
shree vallabh traders,Demand,MUMBAI,400072,MAHARASHTRA,19.1237297,72.891503,2,0,0,0,0,"0,0"
A R ENTERPRISES,Demand,NEW DELHI,110052,DELHI,28.6980935,77.1676052,5,0,0,0,0,"0,0"
FOOTOX FOOTWEAR PRIVATE LIMITED,Demand,NEW DELHI,110041,DELHI,28.6982231,77.1007569,10,0,0,0,0,"0,0"
INDICLUB,Demand,SURAT,395010,GUJARAT,21.2004232,72.9080281,6,0,0,0,0,"0,0"
SHUBH UPAHAAR,Demand,NEW DELHI,110041,DELHI,28.6711169,77.0858612,12,0,0,0,0,"0,0"
Coral HealthCare Services,Demand,FARIDABAD,121003,HARYANA,28.4641405,77.3072659,7,0,0,0,0,"0,0"
SKV APPARELS,Demand,TIRUPPUR,641652,TAMIL NADU,11.1463336,77.3211209,6,0,0,0,0,"0,0"
PAMPY'S ANGEL FASHION TRADERS,Demand,NEW DELHI,110015,DELHI,28.6591408,77.1496848,2,0,0,0,0,"0,0"
SHREE RADHEY TRADERS,Demand,MATHURA,281001,UTTAR PRADESH,27.5091131,77.6699042,4,0,0,0,0,"0,0"
MAGIC EXPORTS,Demand,PANIPAT,132103,HARYANA,29.395602,76.9688709,5,0,0,0,0,"0,0"
MADHURAM TEXTILES,Demand,SURAT,395010,GUJARAT,21.190439,72.8775693,15,0,0,0,0,"0,0"
MAYUKH DEALTRADE LIMITED,Demand,MUMBAI,400067,MAHARASHTRA,19.2103784,72.8380901,6,0,0,0,0,"0,0"
J D INDUSTRIES,Demand,RAJKOT,360004,GUJARAT,22.2260342,70.8008186,6,0,0,0,0,"0,0"
MY UNIQCHOICE,Demand,JAIPUR,302022,RAJASTHAN,26.777598,75.8580054,17,0,0,0,0,"0,0"
Shree Traders-BOM-VOI,Demand,MUMBAI,400049,MAHARASHTRA,19.1117239,72.8333091,4,0,0,0,0,"0,0"
ZOOM TECH INDUSTRIES,Demand,NOIDA,201301,UTTAR PRADESH,28.5821195,77.3266991,9,0,0,0,0,"0,0"
zemaica healthcare,Demand,NEW DELHI,110034,DELHI,28.5516253,77.1740863,11,0,0,0,0,"0,0"
MYRA AYURVEDA,Demand,FARIDABAD,121003,HARYANA,28.4514852,77.3135288,7,0,0,0,0,"0,0"
Arora Traders,Demand,NEW DELHI,110051,DELHI,28.6447381,77.2411777,8,0,0,0,0,"0,0"
KOHLI BULLET ACCESSORIES,Demand,NEW DELHI,110005,DELHI,28.6486731,77.1981862,11,0,0,0,0,"0,0"
BAGADIA FAUCETS,Demand,NEW DELHI,110040,DELHI,28.8362959,77.1279458,2,0,0,0,0,"0,0"
BHOOP SINGH SONS E-COMMERCE PRIVATE LIMITED,Demand,NEW DELHI,110085,DELHI,28.6960634,77.1005421,5,0,0,0,0,"0,0"
BALAJI ENTERPRISES,Demand,NEW DELHI,110086,DELHI,28.7198863,77.0911598,13,0,0,0,0,"0,0"
GLAMVEDA,Demand,GHAZIABAD,201010,UTTAR PRADESH,28.6669756,77.3597755,2,0,0,0,0,"0,0"
KAGZI EXPORTS,Demand,JAIPUR,302022,RAJASTHAN,26.7857575,75.83632,6,0,0,0,0,"0,0"
SAI ENTERPRISES,Demand,NEW DELHI,110027,DELHI,28.648876,77.1096829,3,0,0,0,0,"0,0"
MAHALAXMI FAB,Demand,SURAT,394210,GUJARAT,21.1653211,72.827129,11,0,0,0,0,"0,0"
BE YOU ENTERPRISES,Demand,JAIPUR,302019,RAJASTHAN,26.8856167,75.7451505,4,0,0,0,0,"0,0"
MYGODGIFT,Demand,NEW DELHI,110053,DELHI,28.7031973,77.2743082,12,0,0,0,0,"0,0"
HIREN NARESHBHAI PATEL HUF,Demand,SURAT,394107,GUJARAT,21.2436324,72.8601781,1,0,0,0,0,"0,0"
Shiva Chain,Demand,KANPUR,208011,UTTAR PRADESH,26.4335412,80.3238623,3,0,0,0,0,"0,0"
REKHA DEVI,Demand,GHAZIABAD,201013,UTTAR PRADESH,28.6837127,77.4996019,6,0,0,0,0,"0,0"
AGS TEXCORP,Demand,TIRUPPUR,641604,TAMIL NADU,11.0883331,77.3509659,4,0,0,0,0,"0,0"
VARDHMAN MAVERICK,Demand,AHMEDABAD,380016,GUJARAT,23.0418808,72.600885,3,0,0,0,0,"0,0"
SOFT APPARELS,Demand,TIRUPPUR,641602,TAMIL NADU,11.1237811,77.3370403,3,0,0,0,0,"0,0"
FIDDAS MARKETING P LTD,Demand,BAHADURGARH,124505,HARYANA,28.7155174,76.8818739,1,0,0,0,0,"0,0"
H R HYGIENE PRODUCTS PRIVATE LIMITED,Demand,RAJKOT,360007,GUJARAT,22.2998629,70.7770646,6,0,0,0,0,"0,0"
ESSEN SPECIALITY FILMS PVT LTD,Demand,RAJKOT,360024,GUJARAT,22.1445791,70.7904446,3,0,0,0,0,"0,0"
BHAVDEEP INFOTECH,Demand,MUMBAI,400008,MAHARASHTRA,18.9671396,72.8286571,15,0,0,0,0,"0,0"
BEST FASHION TRADER,Demand,NEW DELHI,110055,DELHI,28.6573824,77.2120961,4,0,0,0,0,"0,0"
KRISHTAL TRADING,Demand,SURAT,395010,GUJARAT,21.203403,72.8681287,5,0,0,0,0,"0,0"
HEALTHGENIE INDIA PVT LTD,Demand,GURGAON,122015,HARYANA,28.4941463,77.0809093,4,0,0,0,0,"0,0"
VIKAS METAL,Demand,MUMBAI,401105,MAHARASHTRA,19.3054516,72.8584079,10,0,0,0,0,"0,0"
SMART SHOPPEE RETAILS GGN_SDRNA-VOI,Demand,YAMUNA NAGAR,135003,HARYANA,30.168713,77.302981,42,0,0,0,0,"0,0"
KDS ENTERPRISES,Demand,NEW DELHI,110053,DELHI,28.6919794,77.2611986,5,0,0,0,0,"0,0"
MUKTA ENTERPRISE,Demand,MUMBAI,400060,MAHARASHTRA,19.1312867,72.8524406,3,0,0,0,0,"0,0"
TRYCONE INDIA LIMITED,Demand,AHMEDABAD,380054,GUJARAT,23.0358647,72.511785,2,0,0,0,0,"0,0"
ZARAN DARUWALLA,Demand,MUMBAI,400034,MAHARASHTRA,18.9710787,72.8155851,3,0,0,0,0,"0,0"
M K Enterprises,Demand,NEW DELHI,110093,DELHI,28.7017684,77.3202521,1,0,0,0,0,"0,0"
KOTTY LIFESTYLE PRIVATE LIMITED,Demand,FARIDABAD,121009,HARYANA,28.4866459,77.2918741,3,0,0,0,0,"0,0"
STTOFFA,Demand,JAIPUR,302026,RAJASTHAN,26.9185568,75.7356272,2,0,0,0,0,"0,0"
JAGRITI ENTERPRISES,Demand,NEW DELHI,110018,DELHI,28.6581164,77.1067221,3,0,0,0,0,"0,0"
Kamlesh Sharma,Demand,GHAZIABAD,201009,UTTAR PRADESH,28.6391291,77.4298325,4,0,0,0,0,"0,0"
VEGA INDUSTRIES PRIVATE LIMITED,Demand,NOIDA,201305,UTTAR PRADESH,28.5518885,77.411784,2,0,0,0,0,"0,0"
HER BOVEDA INDIA,Demand,NOIDA,201301,UTTAR PRADESH,28.6127633,77.3871319,3,0,0,0,0,"0,0"
ST CREATION,Demand,NEW DELHI,110042,DELHI,28.7476976,77.1792914,6,0,0,0,0,"0,0"
COTFAB (INDIA),Demand,JAIPUR,302013,RAJASTHAN,26.9756861,75.7682415,5,0,0,0,0,"0,0"
Ratna Sagar Pvt Ltd,Demand,NEW DELHI,110002,DELHI,28.642111,77.243599,6,0,0,0,0,"0,0"
Rivansh Trading Company,Demand,NEW DELHI,110041,DELHI,28.6668905,77.0610058,6,0,0,0,0,"0,0"
Dream Sellers,Demand,NEW DELHI,110092,DELHI,28.627761,77.2806079,5,0,0,0,0,"0,0"
VIAN INTERNATIONAL-Delhi,Demand,NEW DELHI,110085,DELHI,28.7225722,77.1020556,4,0,0,0,0,"0,0"
JULEE INDUSTRIES,Demand,SURAT,395010,GUJARAT,21.1957618,72.860357,4,0,0,0,0,"0,0"
BLOOMS EVENT,Demand,NOIDA,201301,UTTAR PRADESH,28.578083,77.32059,3,0,0,0,0,"0,0"
CHERIAN ENTERPRISES,Demand,MUMBAI,400097,MAHARASHTRA,19.1809041,72.8514355,6,0,0,0,0,"0,0"
Sai Traders,Demand,PANIPAT,132103,HARYANA,29.3909464,76.9635023,1,0,0,0,0,"0,0"
SHAYNE INTERNATIONAL,Demand,JAIPUR,302013,RAJASTHAN,26.9913826,75.7590954,3,0,0,0,0,"0,0"
MAHA LAXMI CREATION,Demand,SURAT,395006,GUJARAT,21.2126444,72.8571287,3,0,0,0,0,"0,0"
RIDDHI MOSQUITO NET,Demand,SURAT,395006,GUJARAT,21.21427,72.857715,5,0,0,0,0,"0,0"
AIMS RETAIL SERVICES PVT LTD,Demand,GURGAON,122001,HARYANA,28.430856,77.0157837,3,0,0,0,0,"0,0"
UPRISING SCIENCE PRIVATE LIMITED,Demand,JAIPUR,302006,RAJASTHAN,26.886535,75.784396,3,0,0,0,0,"0,0"
SK BHARAT GROUP,Demand,NEW DELHI,110088,DELHI,28.7203026,77.1583348,4,0,0,0,0,"0,0"
EVERYDAY DEALS,Demand,NOIDA,201301,UTTAR PRADESH,28.534446,77.4090457,9,0,0,0,0,"0,0"
MATHAE,Demand,AHMEDABAD,382350,GUJARAT,23.0409324,72.6591315,5,0,0,0,0,"0,0"
MAXX AND NAD CARE PRIVATE LIMITED,Demand,NEW DELHI,110042,DELHI,28.7448578,77.1431236,4,0,0,0,0,"0,0"
Wearica Clothing,Demand,FARIDABAD,121009,HARYANA,28.4811986,77.2950945,1,0,0,0,0,"0,0"
MANSRI TRADES,Demand,KANPUR,208022,UTTAR PRADESH,26.4415585,80.2859082,4,0,0,0,0,"0,0"
SUDARSHAN ENTERPRISES,Demand,NEW DELHI,110007,DELHI,28.6504682,77.2241177,4,0,0,0,0,"0,0"
RAJRATAN EXCLUSIVE,Demand,MUMBAI,400002,MAHARASHTRA,18.9470051,72.8270822,8,0,0,0,0,"0,0"
JAI MATA DI,Demand,NEW DELHI,110041,DELHI,28.6830567,76.9650748,8,0,0,0,0,"0,0"
SHOPPER'S PARADISE,Demand,NEW DELHI,110027,DELHI,28.6417002,77.1224529,3,0,0,0,0,"0,0"
A AND B FASHION RETAILS,Demand,SURAT,395010,GUJARAT,21.1862294,72.8806244,2,0,0,0,0,"0,0"
WAHIKA FEB,Demand,JAIPUR,302029,RAJASTHAN,26.8395316,75.7582676,6,0,0,0,0,"0,0"
TELEONE CONSUMERS PRODUCT PRIVATE LIMITED,Demand,NEW DELHI,110034,DELHI,28.7001656,77.1271236,3,0,0,0,0,"0,0"
MEDICO DISTRIBUTORS,Demand,JAIPUR,302039,RAJASTHAN,26.9620582,75.7814944,5,0,0,0,0,"0,0"
GLOBAL HEALTHFIT RETAIL INDIA LLP,Demand,NOIDA,201306,UTTAR PRADESH,28.5395501,77.4609986,3,0,0,0,0,"0,0"
Anjaneya Creations,Demand,JAIPUR,302002,RAJASTHAN,26.9408628,75.8380602,2,0,0,0,0,"0,0"
SHREE EXIM,Demand,AHMEDABAD,382350,GUJARAT,23.0473904,72.6592799,2,0,0,0,0,"0,0"
APPAREL TREE PVT LTD,Demand,TIRUPPUR,641607,TAMIL NADU,11.114155,77.3510404,3,0,0,0,0,"0,0"
AMOL INTERNATIONAL,Demand,YAMUNA NAGAR,135003,HARYANA,30.1705065,77.3018352,5,0,0,0,0,"0,0"
SPAN APPARELS PVT LTD-Gujarat,Demand,AHMEDABAD,382405,GUJARAT,22.9796889,72.5846718,4,0,0,0,0,"0,0"
KK SHAVING SYSTEM PTY LD,Demand,VADODARA,390021,GUJARAT,22.3135688,73.1507954,3,0,0,0,0,"0,0"
MAHARAJA SHOES-Rajouri Garden Delhi,Demand,NEW DELHI,110026,DELHI,28.6656862,77.1192014,4,0,0,0,0,"0,0"
MAHADEV ENTERPRISES,Demand,FARIDABAD,121001,HARYANA,28.4091001,77.3051845,31,0,0,0,0,"0,0"
DIPALI DEVENDRABHAI PARMAR,Demand,AHMEDABAD,380009,GUJARAT,23.0257758,72.5721476,3,0,0,0,0,"0,0"
GC Creation,Demand,PANIPAT,132103,HARYANA,29.3724541,76.9769075,3,0,0,0,0,"0,0"
SATVAM NUTRIFOODS LIMITED,Demand,AHMEDABAD,380061,GUJARAT,23.0759779,72.5265198,8,0,0,0,0,"0,0"
PR ENTERPRISES,Demand,NEW DELHI,110094,DELHI,28.7121245,77.2813195,1,0,0,0,0,"0,0"
ALTER EGO ENTERPRISES,Demand,THANE,421311,MAHARASHTRA,19.2526147,73.0731346,5,0,0,0,0,"0,0"
REDCLIFFE HYGIENE PRIVATE LIMITED,Demand,GURGAON,122016,HARYANA,28.5113122,77.0875722,3,0,0,0,0,"0,0"
PANCHAKARMA HERBS PVT  LTD,Demand,KANPUR,208001,UTTAR PRADESH,26.4856435,80.3213733,2,0,0,0,0,"0,0"
LMN CHILD CARE,Demand,NEW DELHI,110093,DELHI,28.7044469,77.3292132,2,0,0,0,0,"0,0"
JVS SOURCING,Demand,MUMBAI,400070,MAHARASHTRA,19.099869,72.9144,3,0,0,0,0,"0,0"
KOMSAN ENTERPRISES,Demand,NEW DELHI,110092,DELHI,28.6256227,77.2932024,8,0,0,0,0,"0,0"
TOUR BANAO TRAVEL MANAGEMENT,Demand,GURGAON,122001,HARYANA,28.4415878,77.0089352,2,0,0,0,0,"0,0"
PATRON ENTERPRISE,Demand,SURAT,395008,GUJARAT,21.2116065,72.8983639,1,0,0,0,0,"0,0"
Smart Industries,Demand,JAIPUR,302013,RAJASTHAN,26.9725543,75.7801785,2,0,0,0,0,"0,0"
Shri Ganesh Enterpeises,Demand,MUMBAI,400003,MAHARASHTRA,18.9506004,72.8382547,13,0,0,0,0,"0,0"
IC4,Demand,MUMBAI,400070,MAHARASHTRA,19.0726503,72.8759288,4,0,0,0,0,"0,0"
BANSAL HANDICRAFTS,Demand,NEW DELHI,110032,DELHI,28.6878862,77.2796913,4,0,0,0,0,"0,0"
KUNJ CREATION,Demand,SURAT,395010,GUJARAT,21.1893701,72.8879055,1,0,0,0,0,"0,0"
NUTEX KNIT FAB,Demand,NEW DELHI,110052,DELHI,28.698592,77.167488,3,0,0,0,0,"0,0"
iSMART TECHNOLOGY,Demand,NEW DELHI,110095,DELHI,28.6762007,77.3007964,14,0,0,0,0,"0,0"
DEVI CREATION,Demand,SURAT,395010,GUJARAT,21.1945842,72.869188,2,0,0,0,0,"0,0"
N S ENTERPRISES,Demand,GHAZIABAD,201009,UTTAR PRADESH,28.6180633,77.4742656,2,0,0,0,0,"0,0"
Devani Trading,Demand,SURAT,395010,GUJARAT,21.2154254,72.890018,7,0,0,0,0,"0,0"
RIPUDAMAN FASHION PRIVATE LIMITED,Demand,NEW DELHI,110034,DELHI,28.683569,77.133834,3,0,0,0,0,"0,0"
case king,Demand,NEW DELHI,110015,DELHI,28.6585051,77.1441199,6,0,0,0,0,"0,0"
Deemark Healthcare Pvt Ltd.,Demand,NEW DELHI,110034,DELHI,28.7001656,77.1271236,5,0,0,0,0,"0,0"
Francis Wacziarg Fashion Pvt.Ltd,Demand,TIRUPPUR,641608,TAMIL NADU,11.0915332,77.3685212,3,0,0,0,0,"0,0"
EK RETAIL SHOP,Demand,NEW DELHI,110018,DELHI,28.6543344,77.1027946,2,0,0,0,0,"0,0"
Shri Shyam Enterprises,Demand,NEW DELHI,110042,DELHI,28.745656,77.1098198,4,0,0,0,0,"0,0"
MAHI ENTERPRISES,Demand,GHAZIABAD,201005,UTTAR PRADESH,28.6924851,77.3465431,4,0,0,0,0,"0,0"
EVIZO E-COMMERCE PRIVATE LIMITED,Demand,NEW DELHI,110032,DELHI,28.66968,77.284242,2,0,0,0,0,"0,0"
PRITA DESIGNS PRIVATE LIMITED,Demand,GURGAON,122001,HARYANA,28.4577852,77.0617136,4,0,0,0,0,"0,0"
RAMA KRISHNA TRADERS,Demand,NEW DELHI,110041,DELHI,28.6784295,77.0523042,0,0,0,0,0,"0,0"
NANZ MED SCIENCE PHARMA PRIVATE LIMITED,Demand,NEW DELHI,110039,DELHI,28.801738,77.072969,1,0,0,0,0,"0,0"
VK GLOBAL PUBLICATIONS PRIVATE LIMITED,Demand,FARIDABAD,121003,HARYANA,28.4414054,77.3115318,5,0,0,0,0,"0,0"
ANKUR MANUFACTURERS,Demand,RAJKOT,360003,GUJARAT,22.2806639,70.81277,1,0,0,0,0,"0,0"
Vinod Kumar & Co.,Demand,NEW DELHI,110036,DELHI,28.7366414,77.0342287,1,0,0,0,0,"0,0"
YASH GARMENTS,Demand,NEW DELHI,110031,DELHI,28.6612981,77.2643474,4,0,0,0,0,"0,0"
SMART PACKAGING,Demand,MUMBAI,400064,MAHARASHTRA,19.0872916,72.8310483,1,0,0,0,0,"0,0"
EQUAM SOLUTIONS PRIVATE LIMITED,Demand,NEW DELHI,110064,DELHI,28.6179009,77.1154368,4,0,0,0,0,"0,0"
RUNWAY CREATION PVT LTD,Demand,GHAZIABAD,201010,UTTAR PRADESH,28.6609173,77.3410569,2,0,0,0,0,"0,0"
M/S SWASTIK CORPORATION,Demand,JAIPUR,302033,RAJASTHAN,26.8044101,75.8287718,8,0,0,0,0,"0,0"
AFFILIATE SERVICE PROVIDER.IN,Demand,NEW DELHI,110035,DELHI,28.6779356,77.1664019,2,0,0,0,0,"0,0"
SHANKHPUSHPI,Demand,SURAT,395010,GUJARAT,21.1896473,72.8832168,1,0,0,0,0,"0,0"
TS CREATIONS,Demand,NEW DELHI,110042,DELHI,28.7480699,77.1827502,9,0,0,0,0,"0,0"
PAL CREATION,Demand,SURAT,395006,GUJARAT,21.218137,72.8950639,2,0,0,0,0,"0,0"
J.S.ENTERPRISES,Demand,NEW DELHI,110092,DELHI,28.6267547,77.2889129,1,0,0,0,0,"0,0"
SKYS AND RAY,Demand,MUMBAI,400067,MAHARASHTRA,19.2103784,72.8380901,4,0,0,0,0,"0,0"
HINDUSTAN HERBAL,Demand,NEW DELHI,110034,DELHI,28.7003356,77.1305482,6,0,0,0,0,"0,0"
OSIP INDIA,Demand,SONIPAT,131001,HARYANA,28.9952028,77.0052021,1,0,0,0,0,"0,0"
R & B Enterprises,Demand,NEW DELHI,110084,DELHI,28.7677398,77.1808999,0,0,0,0,0,"0,0"
SACHIN TRADING,Demand,BAHADURGARH,124507,HARYANA,28.7262758,76.8726148,42,0,0,0,0,"0,0"
Zaryia Fashion,Demand,MUMBAI,400097,MAHARASHTRA,19.1877942,72.8535095,3,0,0,0,0,"0,0"
DEEPAK BABU,Demand,NEW DELHI,110032,DELHI,28.682971,77.2952867,1,0,0,0,0,"0,0"
BARAN INTERNATIONAL,Demand,NEW DELHI,110063,DELHI,28.6721246,77.1204713,4,0,0,0,0,"0,0"
MODEL GARMENTS,Demand,NEW DELHI,110005,DELHI,28.649452,77.1842312,2,0,0,0,0,"0,0"
CEALINE EXPORTS INC,Demand,JALANDHAR,144021,PUNJAB,31.3349639,75.51554,4,0,0,0,0,"0,0"
SAI KUMARAN TRADERS,Demand,TIRUPUR,641687,TAMIL NADU,11.0996089,77.321429,5,0,0,0,0,"0,0"
SALLY ENTERPRISES,Demand,NEW DELHI,110015,DELHI,28.6587581,77.1501773,7,0,0,0,0,"0,0"
D AND O VENTURES PRIVATE LIMITED.,Demand,JALANDHAR,144021,PUNJAB,31.3349639,75.51554,25,0,0,0,0,"0,0"
JIYA ENTERPRISE,Demand,SURAT,395010,GUJARAT,21.1916466,72.8813749,7,0,0,0,0,"0,0"
PERFECT BLUE,Demand,SURAT,395010,GUJARAT,21.191306,72.8522864,2,0,0,0,0,"0,0"
